Problem,ProblemFamily,Dimension,Optimizer,Run,FinalValue,FinalGradientNorm,Iterations,FunctionEvals,GradientEvals,Time,Converged,ConvergenceReason
Sphere_2D,Sphere,2,QQN-GoldenSection,0,2.636831e-14,3.247664e-7,1,46,8,0.000,true,"FunctionTolerance"
Sphere_2D,Sphere,2,QQN-GoldenSection,1,3.035718e-14,3.484662e-7,1,46,8,0.000,true,"FunctionTolerance"
Sphere_2D,Sphere,2,QQN-GoldenSection,2,3.096754e-14,3.519519e-7,1,46,8,0.000,true,"FunctionTolerance"
Sphere_2D,Sphere,2,QQN-GoldenSection,3,3.561966e-14,3.774634e-7,1,46,8,0.000,true,"FunctionTolerance"
Sphere_2D,Sphere,2,QQN-GoldenSection,4,3.868713e-14,3.933809e-7,1,46,8,0.000,true,"FunctionTolerance"
Sphere_2D,Sphere,2,QQN-GoldenSection,5,2.478641e-14,3.148740e-7,1,46,8,0.000,true,"FunctionTolerance"
Sphere_2D,Sphere,2,QQN-GoldenSection,6,3.509877e-14,3.746933e-7,1,46,8,0.000,true,"FunctionTolerance"
Sphere_2D,Sphere,2,QQN-GoldenSection,7,3.173855e-14,3.563064e-7,1,46,8,0.000,true,"FunctionTolerance"
Sphere_2D,Sphere,2,QQN-GoldenSection,8,3.494353e-14,3.738638e-7,1,46,8,0.000,true,"FunctionTolerance"
Sphere_2D,Sphere,2,QQN-GoldenSection,9,3.010266e-14,3.470024e-7,1,46,8,0.000,true,"FunctionTolerance"
Sphere_2D,Sphere,2,QQN-GoldenSection,10,3.233035e-14,3.596128e-7,1,46,8,0.000,true,"FunctionTolerance"
Sphere_2D,Sphere,2,QQN-GoldenSection,11,3.552010e-14,3.769355e-7,1,46,8,0.000,true,"FunctionTolerance"
Sphere_2D,Sphere,2,QQN-GoldenSection,12,3.798537e-14,3.897967e-7,1,46,8,0.000,true,"FunctionTolerance"
Sphere_2D,Sphere,2,QQN-GoldenSection,13,2.550582e-14,3.194108e-7,1,46,8,0.000,true,"FunctionTolerance"
Sphere_2D,Sphere,2,QQN-GoldenSection,14,3.961430e-14,3.980668e-7,1,46,8,0.000,true,"FunctionTolerance"
Sphere_2D,Sphere,2,QQN-GoldenSection,15,3.756696e-14,3.876440e-7,1,46,8,0.000,true,"FunctionTolerance"
Sphere_2D,Sphere,2,QQN-GoldenSection,16,2.619142e-14,3.236753e-7,1,46,8,0.000,true,"FunctionTolerance"
Sphere_2D,Sphere,2,QQN-GoldenSection,17,3.818828e-14,3.908364e-7,1,46,8,0.000,true,"FunctionTolerance"
Sphere_2D,Sphere,2,QQN-GoldenSection,18,2.460493e-14,3.137192e-7,1,46,8,0.000,true,"FunctionTolerance"
Sphere_2D,Sphere,2,QQN-GoldenSection,19,2.866538e-14,3.386171e-7,1,46,8,0.000,true,"FunctionTolerance"
Sphere_2D,Sphere,2,QQN-Bisection-1,0,0.000000e0,0.000000e0,1,15,12,0.000,true,"FunctionTolerance"
Sphere_2D,Sphere,2,QQN-Bisection-1,1,0.000000e0,0.000000e0,1,15,12,0.000,true,"FunctionTolerance"
Sphere_2D,Sphere,2,QQN-Bisection-1,2,0.000000e0,0.000000e0,1,15,12,0.000,true,"FunctionTolerance"
Sphere_2D,Sphere,2,QQN-Bisection-1,3,0.000000e0,0.000000e0,1,15,12,0.000,true,"FunctionTolerance"
Sphere_2D,Sphere,2,QQN-Bisection-1,4,0.000000e0,0.000000e0,1,15,12,0.000,true,"FunctionTolerance"
Sphere_2D,Sphere,2,QQN-Bisection-1,5,0.000000e0,0.000000e0,1,15,12,0.000,true,"FunctionTolerance"
Sphere_2D,Sphere,2,QQN-Bisection-1,6,0.000000e0,0.000000e0,1,15,12,0.000,true,"FunctionTolerance"
Sphere_2D,Sphere,2,QQN-Bisection-1,7,0.000000e0,0.000000e0,1,15,12,0.000,true,"FunctionTolerance"
Sphere_2D,Sphere,2,QQN-Bisection-1,8,0.000000e0,0.000000e0,1,15,12,0.000,true,"FunctionTolerance"
Sphere_2D,Sphere,2,QQN-Bisection-1,9,0.000000e0,0.000000e0,1,15,12,0.000,true,"FunctionTolerance"
Sphere_2D,Sphere,2,QQN-Bisection-1,10,0.000000e0,0.000000e0,1,15,12,0.000,true,"FunctionTolerance"
Sphere_2D,Sphere,2,QQN-Bisection-1,11,0.000000e0,0.000000e0,1,15,12,0.000,true,"FunctionTolerance"
Sphere_2D,Sphere,2,QQN-Bisection-1,12,0.000000e0,0.000000e0,1,15,12,0.000,true,"FunctionTolerance"
Sphere_2D,Sphere,2,QQN-Bisection-1,13,0.000000e0,0.000000e0,1,15,12,0.000,true,"FunctionTolerance"
Sphere_2D,Sphere,2,QQN-Bisection-1,14,0.000000e0,0.000000e0,1,15,12,0.000,true,"FunctionTolerance"
Sphere_2D,Sphere,2,QQN-Bisection-1,15,0.000000e0,0.000000e0,1,15,12,0.000,true,"FunctionTolerance"
Sphere_2D,Sphere,2,QQN-Bisection-1,16,0.000000e0,0.000000e0,1,15,12,0.000,true,"FunctionTolerance"
Sphere_2D,Sphere,2,QQN-Bisection-1,17,0.000000e0,0.000000e0,1,15,12,0.000,true,"FunctionTolerance"
Sphere_2D,Sphere,2,QQN-Bisection-1,18,0.000000e0,0.000000e0,1,15,12,0.000,true,"FunctionTolerance"
Sphere_2D,Sphere,2,QQN-Bisection-1,19,0.000000e0,0.000000e0,1,15,12,0.000,true,"FunctionTolerance"
Sphere_2D,Sphere,2,QQN-Bisection-2,0,0.000000e0,0.000000e0,1,13,15,0.000,true,"FunctionTolerance"
Sphere_2D,Sphere,2,QQN-Bisection-2,1,0.000000e0,0.000000e0,1,13,15,0.000,true,"FunctionTolerance"
Sphere_2D,Sphere,2,QQN-Bisection-2,2,0.000000e0,0.000000e0,1,13,15,0.000,true,"FunctionTolerance"
Sphere_2D,Sphere,2,QQN-Bisection-2,3,0.000000e0,0.000000e0,1,13,15,0.000,true,"FunctionTolerance"
Sphere_2D,Sphere,2,QQN-Bisection-2,4,0.000000e0,0.000000e0,1,13,15,0.000,true,"FunctionTolerance"
Sphere_2D,Sphere,2,QQN-Bisection-2,5,0.000000e0,0.000000e0,1,13,15,0.000,true,"FunctionTolerance"
Sphere_2D,Sphere,2,QQN-Bisection-2,6,0.000000e0,0.000000e0,1,13,15,0.000,true,"FunctionTolerance"
Sphere_2D,Sphere,2,QQN-Bisection-2,7,0.000000e0,0.000000e0,1,13,15,0.000,true,"FunctionTolerance"
Sphere_2D,Sphere,2,QQN-Bisection-2,8,0.000000e0,0.000000e0,1,13,15,0.000,true,"FunctionTolerance"
Sphere_2D,Sphere,2,QQN-Bisection-2,9,0.000000e0,0.000000e0,1,13,15,0.000,true,"FunctionTolerance"
Sphere_2D,Sphere,2,QQN-Bisection-2,10,0.000000e0,0.000000e0,1,13,15,0.000,true,"FunctionTolerance"
Sphere_2D,Sphere,2,QQN-Bisection-2,11,0.000000e0,0.000000e0,1,13,15,0.000,true,"FunctionTolerance"
Sphere_2D,Sphere,2,QQN-Bisection-2,12,0.000000e0,0.000000e0,1,13,15,0.000,true,"FunctionTolerance"
Sphere_2D,Sphere,2,QQN-Bisection-2,13,0.000000e0,0.000000e0,1,13,15,0.000,true,"FunctionTolerance"
Sphere_2D,Sphere,2,QQN-Bisection-2,14,0.000000e0,0.000000e0,1,13,15,0.000,true,"FunctionTolerance"
Sphere_2D,Sphere,2,QQN-Bisection-2,15,0.000000e0,0.000000e0,1,13,15,0.000,true,"FunctionTolerance"
Sphere_2D,Sphere,2,QQN-Bisection-2,16,0.000000e0,0.000000e0,1,13,15,0.000,true,"FunctionTolerance"
Sphere_2D,Sphere,2,QQN-Bisection-2,17,0.000000e0,0.000000e0,1,13,15,0.000,true,"FunctionTolerance"
Sphere_2D,Sphere,2,QQN-Bisection-2,18,0.000000e0,0.000000e0,1,13,15,0.000,true,"FunctionTolerance"
Sphere_2D,Sphere,2,QQN-Bisection-2,19,0.000000e0,0.000000e0,1,13,15,0.000,true,"FunctionTolerance"
Sphere_2D,Sphere,2,QQN-StrongWolfe,0,0.000000e0,0.000000e0,1,11,9,0.000,true,"FunctionTolerance"
Sphere_2D,Sphere,2,QQN-StrongWolfe,1,0.000000e0,0.000000e0,1,11,9,0.000,true,"FunctionTolerance"
Sphere_2D,Sphere,2,QQN-StrongWolfe,2,0.000000e0,0.000000e0,1,11,9,0.000,true,"FunctionTolerance"
Sphere_2D,Sphere,2,QQN-StrongWolfe,3,0.000000e0,0.000000e0,1,11,9,0.000,true,"FunctionTolerance"
Sphere_2D,Sphere,2,QQN-StrongWolfe,4,0.000000e0,0.000000e0,1,11,9,0.000,true,"FunctionTolerance"
Sphere_2D,Sphere,2,QQN-StrongWolfe,5,0.000000e0,0.000000e0,1,11,9,0.000,true,"FunctionTolerance"
Sphere_2D,Sphere,2,QQN-StrongWolfe,6,0.000000e0,0.000000e0,1,11,9,0.000,true,"FunctionTolerance"
Sphere_2D,Sphere,2,QQN-StrongWolfe,7,0.000000e0,0.000000e0,1,11,9,0.000,true,"FunctionTolerance"
Sphere_2D,Sphere,2,QQN-StrongWolfe,8,0.000000e0,0.000000e0,1,11,9,0.000,true,"FunctionTolerance"
Sphere_2D,Sphere,2,QQN-StrongWolfe,9,0.000000e0,0.000000e0,1,11,9,0.000,true,"FunctionTolerance"
Sphere_2D,Sphere,2,QQN-StrongWolfe,10,0.000000e0,0.000000e0,1,11,9,0.000,true,"FunctionTolerance"
Sphere_2D,Sphere,2,QQN-StrongWolfe,11,0.000000e0,0.000000e0,1,11,9,0.000,true,"FunctionTolerance"
Sphere_2D,Sphere,2,QQN-StrongWolfe,12,0.000000e0,0.000000e0,1,11,9,0.000,true,"FunctionTolerance"
Sphere_2D,Sphere,2,QQN-StrongWolfe,13,0.000000e0,0.000000e0,1,11,9,0.000,true,"FunctionTolerance"
Sphere_2D,Sphere,2,QQN-StrongWolfe,14,0.000000e0,0.000000e0,1,11,9,0.000,true,"FunctionTolerance"
Sphere_2D,Sphere,2,QQN-StrongWolfe,15,0.000000e0,0.000000e0,1,11,9,0.000,true,"FunctionTolerance"
Sphere_2D,Sphere,2,QQN-StrongWolfe,16,0.000000e0,0.000000e0,1,11,9,0.000,true,"FunctionTolerance"
Sphere_2D,Sphere,2,QQN-StrongWolfe,17,0.000000e0,0.000000e0,1,11,9,0.000,true,"FunctionTolerance"
Sphere_2D,Sphere,2,QQN-StrongWolfe,18,0.000000e0,0.000000e0,1,11,9,0.000,true,"FunctionTolerance"
Sphere_2D,Sphere,2,QQN-StrongWolfe,19,0.000000e0,0.000000e0,1,11,9,0.000,true,"FunctionTolerance"
Sphere_2D,Sphere,2,QQN-CubicQuadraticInterpolation,0,0.000000e0,0.000000e0,1,12,10,0.000,true,"FunctionTolerance"
Sphere_2D,Sphere,2,QQN-CubicQuadraticInterpolation,1,0.000000e0,0.000000e0,1,12,10,0.000,true,"FunctionTolerance"
Sphere_2D,Sphere,2,QQN-CubicQuadraticInterpolation,2,0.000000e0,0.000000e0,1,12,10,0.000,true,"FunctionTolerance"
Sphere_2D,Sphere,2,QQN-CubicQuadraticInterpolation,3,0.000000e0,0.000000e0,1,12,10,0.000,true,"FunctionTolerance"
Sphere_2D,Sphere,2,QQN-CubicQuadraticInterpolation,4,0.000000e0,0.000000e0,1,12,10,0.000,true,"FunctionTolerance"
Sphere_2D,Sphere,2,QQN-CubicQuadraticInterpolation,5,0.000000e0,0.000000e0,1,12,10,0.000,true,"FunctionTolerance"
Sphere_2D,Sphere,2,QQN-CubicQuadraticInterpolation,6,0.000000e0,0.000000e0,1,12,10,0.000,true,"FunctionTolerance"
Sphere_2D,Sphere,2,QQN-CubicQuadraticInterpolation,7,0.000000e0,0.000000e0,1,12,10,0.000,true,"FunctionTolerance"
Sphere_2D,Sphere,2,QQN-CubicQuadraticInterpolation,8,0.000000e0,0.000000e0,1,12,10,0.000,true,"FunctionTolerance"
Sphere_2D,Sphere,2,QQN-CubicQuadraticInterpolation,9,0.000000e0,0.000000e0,1,12,10,0.000,true,"FunctionTolerance"
Sphere_2D,Sphere,2,QQN-CubicQuadraticInterpolation,10,0.000000e0,0.000000e0,1,12,10,0.000,true,"FunctionTolerance"
Sphere_2D,Sphere,2,QQN-CubicQuadraticInterpolation,11,0.000000e0,0.000000e0,1,12,10,0.000,true,"FunctionTolerance"
Sphere_2D,Sphere,2,QQN-CubicQuadraticInterpolation,12,0.000000e0,0.000000e0,1,12,10,0.000,true,"FunctionTolerance"
Sphere_2D,Sphere,2,QQN-CubicQuadraticInterpolation,13,0.000000e0,0.000000e0,1,12,10,0.000,true,"FunctionTolerance"
Sphere_2D,Sphere,2,QQN-CubicQuadraticInterpolation,14,0.000000e0,0.000000e0,1,12,10,0.000,true,"FunctionTolerance"
Sphere_2D,Sphere,2,QQN-CubicQuadraticInterpolation,15,0.000000e0,0.000000e0,1,12,10,0.000,true,"FunctionTolerance"
Sphere_2D,Sphere,2,QQN-CubicQuadraticInterpolation,16,0.000000e0,0.000000e0,1,12,10,0.000,true,"FunctionTolerance"
Sphere_2D,Sphere,2,QQN-CubicQuadraticInterpolation,17,0.000000e0,0.000000e0,1,12,10,0.000,true,"FunctionTolerance"
Sphere_2D,Sphere,2,QQN-CubicQuadraticInterpolation,18,0.000000e0,0.000000e0,1,12,10,0.000,true,"FunctionTolerance"
Sphere_2D,Sphere,2,QQN-CubicQuadraticInterpolation,19,0.000000e0,0.000000e0,1,12,10,0.000,true,"FunctionTolerance"
Sphere_2D,Sphere,2,L-BFGS-Aggressive,0,0.000000e0,0.000000e0,1,10,6,0.000,true,"FunctionTolerance"
Sphere_2D,Sphere,2,L-BFGS-Aggressive,1,0.000000e0,0.000000e0,1,10,6,0.000,true,"FunctionTolerance"
Sphere_2D,Sphere,2,L-BFGS-Aggressive,2,0.000000e0,0.000000e0,1,10,6,0.000,true,"FunctionTolerance"
Sphere_2D,Sphere,2,L-BFGS-Aggressive,3,0.000000e0,0.000000e0,1,10,6,0.000,true,"FunctionTolerance"
Sphere_2D,Sphere,2,L-BFGS-Aggressive,4,0.000000e0,0.000000e0,1,10,6,0.000,true,"FunctionTolerance"
Sphere_2D,Sphere,2,L-BFGS-Aggressive,5,0.000000e0,0.000000e0,1,10,6,0.000,true,"FunctionTolerance"
Sphere_2D,Sphere,2,L-BFGS-Aggressive,6,0.000000e0,0.000000e0,1,10,6,0.000,true,"FunctionTolerance"
Sphere_2D,Sphere,2,L-BFGS-Aggressive,7,0.000000e0,0.000000e0,1,10,6,0.000,true,"FunctionTolerance"
Sphere_2D,Sphere,2,L-BFGS-Aggressive,8,0.000000e0,0.000000e0,1,10,6,0.000,true,"FunctionTolerance"
Sphere_2D,Sphere,2,L-BFGS-Aggressive,9,0.000000e0,0.000000e0,1,10,6,0.000,true,"FunctionTolerance"
Sphere_2D,Sphere,2,L-BFGS-Aggressive,10,0.000000e0,0.000000e0,1,10,6,0.000,true,"FunctionTolerance"
Sphere_2D,Sphere,2,L-BFGS-Aggressive,11,0.000000e0,0.000000e0,1,10,6,0.000,true,"FunctionTolerance"
Sphere_2D,Sphere,2,L-BFGS-Aggressive,12,0.000000e0,0.000000e0,1,10,6,0.000,true,"FunctionTolerance"
Sphere_2D,Sphere,2,L-BFGS-Aggressive,13,0.000000e0,0.000000e0,1,10,6,0.000,true,"FunctionTolerance"
Sphere_2D,Sphere,2,L-BFGS-Aggressive,14,0.000000e0,0.000000e0,1,10,6,0.000,true,"FunctionTolerance"
Sphere_2D,Sphere,2,L-BFGS-Aggressive,15,0.000000e0,0.000000e0,1,10,6,0.000,true,"FunctionTolerance"
Sphere_2D,Sphere,2,L-BFGS-Aggressive,16,0.000000e0,0.000000e0,1,10,6,0.000,true,"FunctionTolerance"
Sphere_2D,Sphere,2,L-BFGS-Aggressive,17,0.000000e0,0.000000e0,1,10,6,0.000,true,"FunctionTolerance"
Sphere_2D,Sphere,2,L-BFGS-Aggressive,18,0.000000e0,0.000000e0,1,10,6,0.000,true,"FunctionTolerance"
Sphere_2D,Sphere,2,L-BFGS-Aggressive,19,0.000000e0,0.000000e0,1,10,6,0.000,true,"FunctionTolerance"
Sphere_2D,Sphere,2,L-BFGS,0,0.000000e0,0.000000e0,2,15,11,0.000,true,"FunctionTolerance"
Sphere_2D,Sphere,2,L-BFGS,1,0.000000e0,0.000000e0,2,15,11,0.000,true,"FunctionTolerance"
Sphere_2D,Sphere,2,L-BFGS,2,0.000000e0,0.000000e0,2,15,11,0.000,true,"FunctionTolerance"
Sphere_2D,Sphere,2,L-BFGS,3,0.000000e0,0.000000e0,2,15,11,0.000,true,"FunctionTolerance"
Sphere_2D,Sphere,2,L-BFGS,4,0.000000e0,0.000000e0,1,9,7,0.000,true,"FunctionTolerance"
Sphere_2D,Sphere,2,L-BFGS,5,1.514311e-3,7.782829e-2,1,9,7,0.000,true,"FunctionTolerance"
Sphere_2D,Sphere,2,L-BFGS,6,0.000000e0,0.000000e0,2,15,11,0.000,true,"FunctionTolerance"
Sphere_2D,Sphere,2,L-BFGS,7,0.000000e0,0.000000e0,2,15,11,0.000,true,"FunctionTolerance"
Sphere_2D,Sphere,2,L-BFGS,8,0.000000e0,0.000000e0,2,15,11,0.000,true,"FunctionTolerance"
Sphere_2D,Sphere,2,L-BFGS,9,0.000000e0,0.000000e0,2,15,11,0.000,true,"FunctionTolerance"
Sphere_2D,Sphere,2,L-BFGS,10,0.000000e0,0.000000e0,2,15,11,0.000,true,"FunctionTolerance"
Sphere_2D,Sphere,2,L-BFGS,11,0.000000e0,0.000000e0,2,15,11,0.000,true,"FunctionTolerance"
Sphere_2D,Sphere,2,L-BFGS,12,0.000000e0,0.000000e0,2,15,11,0.000,true,"FunctionTolerance"
Sphere_2D,Sphere,2,L-BFGS,13,0.000000e0,0.000000e0,1,9,7,0.000,true,"FunctionTolerance"
Sphere_2D,Sphere,2,L-BFGS,14,0.000000e0,0.000000e0,2,15,11,0.000,true,"FunctionTolerance"
Sphere_2D,Sphere,2,L-BFGS,15,0.000000e0,0.000000e0,1,9,7,0.000,true,"FunctionTolerance"
Sphere_2D,Sphere,2,L-BFGS,16,0.000000e0,0.000000e0,2,15,11,0.000,true,"FunctionTolerance"
Sphere_2D,Sphere,2,L-BFGS,17,0.000000e0,0.000000e0,2,15,11,0.000,true,"FunctionTolerance"
Sphere_2D,Sphere,2,L-BFGS,18,0.000000e0,0.000000e0,2,15,11,0.000,true,"FunctionTolerance"
Sphere_2D,Sphere,2,L-BFGS,19,2.436611e-4,3.121930e-2,1,9,7,0.000,true,"FunctionTolerance"
Sphere_2D,Sphere,2,L-BFGS-Conservative,0,3.525316e-3,1.187487e-1,31,158,127,0.004,true,"FunctionTolerance"
Sphere_2D,Sphere,2,L-BFGS-Conservative,1,4.568479e-3,1.351810e-1,32,163,131,0.004,true,"FunctionTolerance"
Sphere_2D,Sphere,2,L-BFGS-Conservative,2,4.658151e-3,1.365013e-1,30,153,123,0.003,true,"FunctionTolerance"
Sphere_2D,Sphere,2,L-BFGS-Conservative,3,4.962762e-3,1.408937e-1,29,148,119,0.003,true,"FunctionTolerance"
Sphere_2D,Sphere,2,L-BFGS-Conservative,4,4.026930e-3,1.269162e-1,30,153,123,0.003,true,"FunctionTolerance"
Sphere_2D,Sphere,2,L-BFGS-Conservative,5,3.533900e-3,1.188932e-1,31,158,127,0.004,true,"FunctionTolerance"
Sphere_2D,Sphere,2,L-BFGS-Conservative,6,4.260418e-3,1.305438e-1,32,163,131,0.004,true,"FunctionTolerance"
Sphere_2D,Sphere,2,L-BFGS-Conservative,7,3.693858e-3,1.215542e-1,31,158,127,0.004,true,"FunctionTolerance"
Sphere_2D,Sphere,2,L-BFGS-Conservative,8,4.832698e-3,1.390352e-1,31,158,127,0.004,true,"FunctionTolerance"
Sphere_2D,Sphere,2,L-BFGS-Conservative,9,4.397458e-3,1.326267e-1,32,163,131,0.004,true,"FunctionTolerance"
Sphere_2D,Sphere,2,L-BFGS-Conservative,10,4.972721e-3,1.410350e-1,28,143,115,0.003,true,"FunctionTolerance"
Sphere_2D,Sphere,2,L-BFGS-Conservative,11,4.501158e-3,1.341813e-1,32,163,131,0.004,true,"FunctionTolerance"
Sphere_2D,Sphere,2,L-BFGS-Conservative,12,4.939274e-3,1.405599e-1,32,163,131,0.004,true,"FunctionTolerance"
Sphere_2D,Sphere,2,L-BFGS-Conservative,13,4.905262e-3,1.400751e-1,32,163,131,0.004,true,"FunctionTolerance"
Sphere_2D,Sphere,2,L-BFGS-Conservative,14,3.939092e-3,1.255244e-1,32,163,131,0.004,true,"FunctionTolerance"
Sphere_2D,Sphere,2,L-BFGS-Conservative,15,4.402652e-3,1.327050e-1,30,153,123,0.004,true,"FunctionTolerance"
Sphere_2D,Sphere,2,L-BFGS-Conservative,16,4.732974e-3,1.375932e-1,31,158,127,0.004,true,"FunctionTolerance"
Sphere_2D,Sphere,2,L-BFGS-Conservative,17,2.797591e-3,1.057845e-1,25,128,103,0.003,true,"FunctionTolerance"
Sphere_2D,Sphere,2,L-BFGS-Conservative,18,4.658722e-3,1.365097e-1,31,158,127,0.004,true,"FunctionTolerance"
Sphere_2D,Sphere,2,L-BFGS-Conservative,19,3.305550e-3,1.149878e-1,31,158,127,0.004,true,"FunctionTolerance"
Sphere_2D,Sphere,2,L-BFGS-MoreThuente,0,0.000000e0,0.000000e0,1,10,8,0.000,true,"FunctionTolerance"
Sphere_2D,Sphere,2,L-BFGS-MoreThuente,1,0.000000e0,0.000000e0,1,10,8,0.000,true,"FunctionTolerance"
Sphere_2D,Sphere,2,L-BFGS-MoreThuente,2,0.000000e0,0.000000e0,1,10,8,0.000,true,"FunctionTolerance"
Sphere_2D,Sphere,2,L-BFGS-MoreThuente,3,0.000000e0,0.000000e0,1,10,8,0.000,true,"FunctionTolerance"
Sphere_2D,Sphere,2,L-BFGS-MoreThuente,4,0.000000e0,0.000000e0,1,10,8,0.000,true,"FunctionTolerance"
Sphere_2D,Sphere,2,L-BFGS-MoreThuente,5,0.000000e0,0.000000e0,1,10,8,0.000,true,"FunctionTolerance"
Sphere_2D,Sphere,2,L-BFGS-MoreThuente,6,0.000000e0,0.000000e0,1,10,8,0.000,true,"FunctionTolerance"
Sphere_2D,Sphere,2,L-BFGS-MoreThuente,7,0.000000e0,0.000000e0,1,10,8,0.000,true,"FunctionTolerance"
Sphere_2D,Sphere,2,L-BFGS-MoreThuente,8,0.000000e0,0.000000e0,1,10,8,0.000,true,"FunctionTolerance"
Sphere_2D,Sphere,2,L-BFGS-MoreThuente,9,0.000000e0,0.000000e0,1,10,8,0.000,true,"FunctionTolerance"
Sphere_2D,Sphere,2,L-BFGS-MoreThuente,10,0.000000e0,0.000000e0,1,10,8,0.000,true,"FunctionTolerance"
Sphere_2D,Sphere,2,L-BFGS-MoreThuente,11,0.000000e0,0.000000e0,1,10,8,0.000,true,"FunctionTolerance"
Sphere_2D,Sphere,2,L-BFGS-MoreThuente,12,0.000000e0,0.000000e0,1,10,8,0.000,true,"FunctionTolerance"
Sphere_2D,Sphere,2,L-BFGS-MoreThuente,13,0.000000e0,0.000000e0,1,10,8,0.000,true,"FunctionTolerance"
Sphere_2D,Sphere,2,L-BFGS-MoreThuente,14,0.000000e0,0.000000e0,1,10,8,0.000,true,"FunctionTolerance"
Sphere_2D,Sphere,2,L-BFGS-MoreThuente,15,0.000000e0,0.000000e0,1,10,8,0.000,true,"FunctionTolerance"
Sphere_2D,Sphere,2,L-BFGS-MoreThuente,16,0.000000e0,0.000000e0,1,10,8,0.000,true,"FunctionTolerance"
Sphere_2D,Sphere,2,L-BFGS-MoreThuente,17,0.000000e0,0.000000e0,1,10,8,0.000,true,"FunctionTolerance"
Sphere_2D,Sphere,2,L-BFGS-MoreThuente,18,0.000000e0,0.000000e0,1,10,8,0.000,true,"FunctionTolerance"
Sphere_2D,Sphere,2,L-BFGS-MoreThuente,19,0.000000e0,0.000000e0,1,10,8,0.000,true,"FunctionTolerance"
Sphere_2D,Sphere,2,L-BFGS-Limited,0,4.476277e-3,1.338100e-1,6,33,21,0.001,true,"FunctionTolerance"
Sphere_2D,Sphere,2,L-BFGS-Limited,1,1.444586e-3,7.601543e-2,2,13,9,0.000,true,"FunctionTolerance"
Sphere_2D,Sphere,2,L-BFGS-Limited,2,3.805433e-3,1.233764e-1,3,18,12,0.000,true,"FunctionTolerance"
Sphere_2D,Sphere,2,L-BFGS-Limited,3,4.287638e-5,1.309601e-2,7,39,24,0.001,true,"FunctionTolerance"
Sphere_2D,Sphere,2,L-BFGS-Limited,4,4.921204e-3,1.403026e-1,4,23,15,0.000,true,"FunctionTolerance"
Sphere_2D,Sphere,2,L-BFGS-Limited,5,1.432896e-3,7.570723e-2,2,13,9,0.000,true,"FunctionTolerance"
Sphere_2D,Sphere,2,L-BFGS-Limited,6,2.090055e-4,2.891405e-2,7,39,24,0.001,true,"FunctionTolerance"
Sphere_2D,Sphere,2,L-BFGS-Limited,7,5.435865e-5,1.474566e-2,7,39,24,0.001,true,"FunctionTolerance"
Sphere_2D,Sphere,2,L-BFGS-Limited,8,1.770863e-3,8.416326e-2,3,18,12,0.000,true,"FunctionTolerance"
Sphere_2D,Sphere,2,L-BFGS-Limited,9,4.415035e-3,1.328915e-1,2,13,9,0.000,true,"FunctionTolerance"
Sphere_2D,Sphere,2,L-BFGS-Limited,10,1.274931e-5,7.141235e-3,2,13,9,0.000,true,"FunctionTolerance"
Sphere_2D,Sphere,2,L-BFGS-Limited,11,0.000000e0,0.000000e0,2,13,9,0.000,true,"FunctionTolerance"
Sphere_2D,Sphere,2,L-BFGS-Limited,12,4.818268e-5,1.388275e-2,7,39,24,0.001,true,"FunctionTolerance"
Sphere_2D,Sphere,2,L-BFGS-Limited,13,1.941567e-4,2.786802e-2,7,39,24,0.001,true,"FunctionTolerance"
Sphere_2D,Sphere,2,L-BFGS-Limited,14,0.000000e0,0.000000e0,2,13,9,0.000,true,"FunctionTolerance"
Sphere_2D,Sphere,2,L-BFGS-Limited,15,3.335413e-4,3.652623e-2,7,39,24,0.001,true,"FunctionTolerance"
Sphere_2D,Sphere,2,L-BFGS-Limited,16,0.000000e0,0.000000e0,2,13,9,0.000,true,"FunctionTolerance"
Sphere_2D,Sphere,2,L-BFGS-Limited,17,1.516219e-6,2.462697e-3,2,13,9,0.000,true,"FunctionTolerance"
Sphere_2D,Sphere,2,L-BFGS-Limited,18,0.000000e0,0.000000e0,2,13,9,0.000,true,"FunctionTolerance"
Sphere_2D,Sphere,2,L-BFGS-Limited,19,1.567337e-3,7.917921e-2,3,18,12,0.000,true,"FunctionTolerance"
Sphere_2D,Sphere,2,GD,0,4.907663e-3,1.401094e-1,151,154,305,0.004,true,"FunctionTolerance"
Sphere_2D,Sphere,2,GD,1,4.813911e-3,1.387647e-1,152,155,307,0.004,true,"FunctionTolerance"
Sphere_2D,Sphere,2,GD,2,4.979101e-3,1.411255e-1,152,155,307,0.006,true,"FunctionTolerance"
Sphere_2D,Sphere,2,GD,3,4.942141e-3,1.406007e-1,153,156,309,0.007,true,"FunctionTolerance"
Sphere_2D,Sphere,2,GD,4,4.973178e-3,1.410415e-1,155,158,313,0.004,true,"FunctionTolerance"
Sphere_2D,Sphere,2,GD,5,4.906377e-3,1.400911e-1,144,147,291,0.004,true,"FunctionTolerance"
Sphere_2D,Sphere,2,GD,6,4.997749e-3,1.413895e-1,152,155,307,0.004,true,"FunctionTolerance"
Sphere_2D,Sphere,2,GD,7,4.834531e-3,1.390616e-1,154,157,311,0.004,true,"FunctionTolerance"
Sphere_2D,Sphere,2,GD,8,4.961211e-3,1.408717e-1,152,155,307,0.004,true,"FunctionTolerance"
Sphere_2D,Sphere,2,GD,9,4.991263e-3,1.412977e-1,155,158,313,0.004,true,"FunctionTolerance"
