Problem,ProblemFamily,Dimension,Optimizer,MeanFinalValue,MeanFinalValueSuccess,MeanFinalValueFail,StdFinalValue,BestValue,WorstValue,MeanIterations,MeanFunctionEvals,MeanFunctionEvalsSuccess,MeanFunctionEvalsFail,MeanGradientEvals,MeanGradientEvalsSuccess,MeanGradientEvalsFail,MeanTime,SuccessRate,NumRuns
Sphere_10D,Convex Unimodal,10,L-BFGS-Aggressive,0.000000e0,0.000000e0,NaN,0.000000e0,0.000000e0,0.000000e0,2.5,13.5,13.5,NaN,8.5,8.5,NaN,0.000,1.000,40
Sphere_10D,Convex Unimodal,10,Adam-Fast,6.160073e-1,NaN,6.160073e-1,2.049943e-2,5.739826e-1,6.586092e-1,17.3,37.6,NaN,37.6,36.6,NaN,36.6,0.001,0.000,40
Sphere_10D,Convex Unimodal,10,L-BFGS-Conservative,1.648367e-7,2.060691e-13,1.831519e-7,2.612432e-7,1.778088e-13,7.574029e-7,106.3,538.2,369.5,557.0,431.0,296.0,446.0,0.015,0.100,20
Sphere_10D,Convex Unimodal,10,GD-Momentum,7.028498e-1,NaN,7.028498e-1,1.471385e-2,6.766611e-1,7.249128e-1,21.0,24.0,NaN,24.0,44.0,NaN,44.0,0.001,0.000,20
Sphere_10D,Convex Unimodal,10,Adam,5.702522e0,NaN,5.702522e0,5.662892e-1,4.661295e0,6.663630e0,249.0,502.0,NaN,502.0,502.0,NaN,502.0,0.012,0.000,20
Sphere_10D,Convex Unimodal,10,QQN-Backtracking,0.000000e0,0.000000e0,NaN,0.000000e0,0.000000e0,0.000000e0,2.0,12.0,12.0,NaN,9.0,9.0,NaN,0.000,1.000,20
Sphere_10D,Convex Unimodal,10,L-BFGS,0.000000e0,0.000000e0,NaN,0.000000e0,0.000000e0,0.000000e0,3.0,15.0,15.0,NaN,12.0,12.0,NaN,0.000,1.000,20
Sphere_10D,Convex Unimodal,10,QQN-CubicQuadraticInterpolation,0.000000e0,0.000000e0,NaN,0.000000e0,0.000000e0,0.000000e0,2.0,13.0,13.0,NaN,11.0,11.0,NaN,0.000,1.000,40
Sphere_10D,Convex Unimodal,10,QQN-StrongWolfe,0.000000e0,0.000000e0,NaN,0.000000e0,0.000000e0,0.000000e0,2.0,12.0,12.0,NaN,10.0,10.0,NaN,0.000,1.000,20
Sphere_10D,Convex Unimodal,10,QQN-MoreThuente,0.000000e0,0.000000e0,NaN,0.000000e0,0.000000e0,0.000000e0,2.0,13.0,13.0,NaN,11.0,11.0,NaN,0.000,1.000,20
Sphere_10D,Convex Unimodal,10,GD-Nesterov,4.401101e-1,NaN,4.401101e-1,3.871118e-2,3.764752e-1,4.841489e-1,20.6,23.6,NaN,23.6,43.3,NaN,43.3,0.001,0.000,20
Sphere_10D,Convex Unimodal,10,Trust Region-Adaptive,9.725876e2,NaN,9.725876e2,4.861154e2,3.671132e-1,1.223395e3,47.5,145.5,NaN,145.5,97.0,NaN,97.0,0.001,0.000,20
Sphere_10D,Convex Unimodal,10,QQN-Bisection-2,0.000000e0,0.000000e0,NaN,0.000000e0,0.000000e0,0.000000e0,2.0,14.0,14.0,NaN,16.0,16.0,NaN,0.000,1.000,20
Sphere_10D,Convex Unimodal,10,Adam-WeightDecay,8.101191e-1,NaN,8.101191e-1,1.721559e-1,5.538399e-1,1.155273e0,249.0,502.0,NaN,502.0,502.0,NaN,502.0,0.012,0.000,20
Sphere_10D,Convex Unimodal,10,GD,1.535020e-5,NaN,1.535020e-5,9.021938e-7,1.244012e-5,1.701256e-5,332.0,335.0,NaN,335.0,668.0,NaN,668.0,0.009,0.000,40
Sphere_10D,Convex Unimodal,10,Trust Region-Conservative,8.049002e0,NaN,8.049002e0,9.206843e-1,6.370018e0,1.014707e1,199.0,602.0,NaN,602.0,402.0,NaN,402.0,0.004,0.000,20
Sphere_10D,Convex Unimodal,10,QQN-Bisection-1,0.000000e0,0.000000e0,NaN,0.000000e0,0.000000e0,0.000000e0,2.0,16.0,16.0,NaN,13.0,13.0,NaN,0.000,1.000,40
Sphere_10D,Convex Unimodal,10,QQN-GoldenSection,1.624201e-13,1.624201e-13,NaN,1.328554e-14,1.364327e-13,1.935852e-13,2.0,47.0,47.0,NaN,9.0,9.0,NaN,0.000,1.000,60
Rosenbrock_2D,Non-Convex Unimodal,2,L-BFGS-Aggressive,3.581883e1,NaN,3.581883e1,3.687005e1,4.551751e0,1.310177e2,76.2,773.1,NaN,773.1,233.7,NaN,233.7,0.006,0.000,40
Rosenbrock_2D,Non-Convex Unimodal,2,Adam-Fast,2.570720e0,9.303903e-3,3.424525e0,3.008773e0,2.862063e-5,1.001837e1,128.0,259.4,395.8,213.9,258.6,394.8,213.3,0.005,0.250,40
Rosenbrock_2D,Non-Convex Unimodal,2,GD,1.520586e0,NaN,1.520586e0,1.716819e0,7.488689e-1,7.234462e0,275.2,278.2,NaN,278.2,554.0,NaN,554.0,0.007,0.000,40
Rosenbrock_2D,Non-Convex Unimodal,2,QQN-Backtracking,9.115710e-2,NaN,9.115710e-2,8.981146e-2,2.177552e-4,2.761643e-1,49.5,707.8,NaN,707.8,304.0,NaN,304.0,0.020,0.000,20
Rosenbrock_2D,Non-Convex Unimodal,2,QQN-MoreThuente,1.109170e1,NaN,1.109170e1,2.058944e1,1.950936e0,9.940363e1,46.5,484.9,NaN,484.9,529.4,NaN,529.4,0.014,0.000,20
Rosenbrock_2D,Non-Convex Unimodal,2,QQN-Bisection-2,1.503449e-1,9.761751e-17,1.670499e-1,2.043017e-1,1.766593e-19,7.935947e-1,11.4,168.6,240.5,160.6,149.4,229.5,140.6,0.004,0.100,20
Rosenbrock_2D,Non-Convex Unimodal,2,GD-WeightDecay,2.044529e0,1.075757e-1,6.564086e0,3.250826e0,3.418489e-2,1.163277e1,97.3,100.3,136.9,15.2,196.7,269.7,26.3,0.003,0.700,20
Rosenbrock_2D,Non-Convex Unimodal,2,Adam-WeightDecay,4.374864e0,NaN,4.374864e0,4.990291e-1,2.374322e0,4.762585e0,77.8,158.6,NaN,158.6,157.6,NaN,157.6,0.003,0.000,20
Rosenbrock_2D,Non-Convex Unimodal,2,L-BFGS,1.513740e2,NaN,1.513740e2,1.816237e2,2.794715e0,7.783870e2,11.3,109.2,NaN,109.2,37.3,NaN,37.3,0.001,0.000,20
Rosenbrock_2D,Non-Convex Unimodal,2,Trust Region-Adaptive,1.245924e1,NaN,1.245924e1,1.672831e1,3.861472e0,6.497152e1,109.1,330.2,NaN,330.2,220.8,NaN,220.8,0.002,0.000,20
Rosenbrock_2D,Non-Convex Unimodal,2,QQN-GoldenSection,1.291800e0,7.026387e-18,1.384071e0,1.136047e0,1.457538e-21,3.932289e0,18.3,883.1,618.2,902.0,116.2,84.0,118.5,0.016,0.067,60
Rosenbrock_2D,Non-Convex Unimodal,2,QQN-Bisection-1,1.573549e0,1.131498e-16,1.798342e0,1.439972e0,1.633803e-21,3.685789e0,16.7,475.7,341.0,494.9,522.8,367.8,544.9,0.011,0.125,40
Rosenbrock_2D,Non-Convex Unimodal,2,QQN-StrongWolfe,7.739189e-1,2.055700e-18,8.599099e-1,1.086380e0,2.637952e-19,3.466894e0,26.9,540.5,227.5,575.3,424.4,217.5,447.3,0.015,0.100,20
Rosenbrock_2D,Non-Convex Unimodal,2,GD-Nesterov,1.080280e0,5.877699e-1,1.572790e0,1.327777e0,4.982270e-2,5.061087e0,48.0,51.0,60.3,41.7,98.0,116.6,79.4,0.002,0.500,20
Rosenbrock_2D,Non-Convex Unimodal,2,L-BFGS-Conservative,1.646550e0,NaN,1.646550e0,1.788947e0,2.018806e-8,4.032449e0,79.7,679.0,NaN,679.0,329.2,NaN,329.2,0.011,0.000,20
Rosenbrock_2D,Non-Convex Unimodal,2,QQN-CubicQuadraticInterpolation,1.752872e0,NaN,1.752872e0,1.493841e0,1.260638e-4,3.894164e0,13.1,397.7,NaN,397.7,655.4,NaN,655.4,0.014,0.000,40
Rosenbrock_2D,Non-Convex Unimodal,2,Adam-AMSGrad,4.409610e0,NaN,4.409610e0,1.316325e0,3.503204e0,9.806170e0,186.2,375.9,NaN,375.9,375.3,NaN,375.3,0.008,0.000,20
Rosenbrock_2D,Non-Convex Unimodal,2,Trust Region-Standard,4.165585e0,NaN,4.165585e0,2.332975e-1,3.866995e0,4.633012e0,36.8,112.2,NaN,112.2,75.5,NaN,75.5,0.001,0.000,20
Rosenbrock_2D,Non-Convex Unimodal,2,GD-Momentum,6.768010e0,4.397023e0,7.360756e0,4.154251e0,1.730115e-2,1.398164e1,21.3,24.3,53.2,17.1,44.6,102.5,30.1,0.001,0.200,20
Rosenbrock_2D,Non-Convex Unimodal,2,Trust Region-Conservative,3.503089e1,NaN,3.503089e1,2.871381e1,2.926809e0,8.542888e1,199.0,602.0,NaN,602.0,402.0,NaN,402.0,0.004,0.000,20
Rosenbrock_2D,Non-Convex Unimodal,2,Adam,4.097861e0,NaN,4.097861e0,5.690104e-1,3.556070e0,5.810061e0,229.2,462.2,NaN,462.2,462.1,NaN,462.1,0.009,0.000,20
Rosenbrock_5D,Non-Convex Unimodal,5,QQN-Bisection-1,2.236825e0,NaN,2.236825e0,1.379041e0,5.580760e-11,4.633441e0,20.0,471.1,NaN,471.1,569.2,NaN,569.2,0.012,0.000,40
Rosenbrock_5D,Non-Convex Unimodal,5,L-BFGS-Conservative,4.333160e0,NaN,4.333160e0,1.214830e0,2.217267e0,8.643811e0,68.4,703.1,NaN,703.1,280.4,NaN,280.4,0.010,0.000,20
Rosenbrock_5D,Non-Convex Unimodal,5,QQN-GoldenSection,2.489394e0,NaN,2.489394e0,1.453839e0,4.275733e-5,4.643388e0,18.6,915.5,NaN,915.5,118.3,NaN,118.3,0.016,0.000,60
Rosenbrock_5D,Non-Convex Unimodal,5,Trust Region-Standard,9.030483e2,NaN,9.030483e2,1.289301e2,6.152491e2,1.107260e3,199.0,602.0,NaN,602.0,402.0,NaN,402.0,0.004,0.000,20
Rosenbrock_5D,Non-Convex Unimodal,5,QQN-MoreThuente,1.923199e2,NaN,1.923199e2,9.589133e1,2.778712e1,3.429926e2,47.0,484.7,NaN,484.7,529.7,NaN,529.7,0.011,0.000,20
Rosenbrock_5D,Non-Convex Unimodal,5,GD-Nesterov,4.439889e0,NaN,4.439889e0,4.686156e0,4.167781e-1,1.257824e1,194.5,197.5,NaN,197.5,392.1,NaN,392.1,0.006,0.000,20
Rosenbrock_5D,Non-Convex Unimodal,5,GD-Momentum,3.332333e1,NaN,3.332333e1,8.534178e0,1.656821e1,5.052965e1,17.9,20.9,NaN,20.9,37.7,NaN,37.7,0.001,0.000,20
Rosenbrock_5D,Non-Convex Unimodal,5,Adam-WeightDecay,5.906323e1,NaN,5.906323e1,1.588609e1,3.644323e1,9.330341e1,249.0,502.0,NaN,502.0,502.0,NaN,502.0,0.011,0.000,20
Rosenbrock_5D,Non-Convex Unimodal,5,L-BFGS,3.862658e2,NaN,3.862658e2,6.487330e2,2.739804e1,2.233806e3,14.2,139.3,NaN,139.3,44.8,NaN,44.8,0.002,0.000,20
Rosenbrock_5D,Non-Convex Unimodal,5,Adam-Fast,1.443726e1,5.450149e-2,1.480605e1,3.217526e0,5.450149e-2,1.929226e1,20.4,43.9,231.0,39.1,42.9,230.0,38.1,0.001,0.025,40
Rosenbrock_5D,Non-Convex Unimodal,5,GD-WeightDecay,1.621564e0,5.753678e-1,1.737808e0,2.089400e0,1.445803e-1,6.145320e0,115.2,118.2,88.5,121.5,232.8,173.0,239.4,0.004,0.100,20
Rosenbrock_5D,Non-Convex Unimodal,5,L-BFGS-Aggressive,8.642001e2,NaN,8.642001e2,4.072531e2,2.277197e1,1.416301e3,76.2,772.2,NaN,772.2,233.5,NaN,233.5,0.007,0.000,40
Rosenbrock_5D,Non-Convex Unimodal,5,Adam-AMSGrad,5.355253e2,NaN,5.355253e2,1.083032e2,3.610413e2,7.466263e2,249.0,502.0,NaN,502.0,502.0,NaN,502.0,0.012,0.000,20
Rosenbrock_5D,Non-Convex Unimodal,5,QQN-Bisection-2,2.221251e0,NaN,2.221251e0,1.169149e0,4.465052e-2,3.762859e0,35.1,614.6,NaN,614.6,388.1,NaN,388.1,0.015,0.000,20
Rosenbrock_5D,Non-Convex Unimodal,5,GD,5.079150e0,NaN,5.079150e0,1.874753e-1,4.764967e0,5.654308e0,29.6,32.6,NaN,32.6,61.2,NaN,61.2,0.001,0.000,40
Rosenbrock_5D,Non-Convex Unimodal,5,QQN-StrongWolfe,7.004028e-1,1.542804e-16,1.077543e0,1.141735e0,2.841733e-18,3.626686e0,35.0,503.7,380.3,570.2,420.4,355.7,455.3,0.016,0.350,20
Rosenbrock_5D,Non-Convex Unimodal,5,Adam,5.321082e2,NaN,5.321082e2,9.820792e1,3.595396e2,6.923324e2,249.0,502.0,NaN,502.0,502.0,NaN,502.0,0.010,0.000,20
Rosenbrock_5D,Non-Convex Unimodal,5,QQN-CubicQuadraticInterpolation,3.641270e0,NaN,3.641270e0,4.152126e-1,2.803129e0,4.487964e0,13.0,389.9,NaN,389.9,639.6,NaN,639.6,0.015,0.000,40
Rosenbrock_5D,Non-Convex Unimodal,5,QQN-Backtracking,7.747576e-1,2.974055e-16,8.155343e-1,7.559477e-1,2.974055e-16,2.131653e0,52.0,681.4,527.0,689.5,318.8,267.0,321.5,0.021,0.050,20
Rosenbrock_5D,Non-Convex Unimodal,5,Trust Region-Adaptive,9.843654e2,NaN,9.843654e2,1.856712e2,6.869310e2,1.372984e3,199.0,602.0,NaN,602.0,402.0,NaN,402.0,0.004,0.000,20
Rosenbrock_5D,Non-Convex Unimodal,5,Trust Region-Conservative,1.039967e3,NaN,1.039967e3,1.444591e2,7.689864e2,1.362770e3,199.0,602.0,NaN,602.0,402.0,NaN,402.0,0.004,0.000,20
Rosenbrock_10D,Non-Convex Unimodal,10,GD,1.003490e1,1.003490e1,NaN,2.455059e-1,9.613290e0,1.060414e1,43.8,46.8,46.8,NaN,89.5,89.5,NaN,0.001,1.000,40
Rosenbrock_10D,Non-Convex Unimodal,10,Adam-WeightDecay,1.340337e2,NaN,1.340337e2,2.942384e1,8.494677e1,1.976586e2,249.0,502.0,NaN,502.0,502.0,NaN,502.0,0.012,0.000,20
Rosenbrock_10D,Non-Convex Unimodal,10,Trust Region-Standard,1.990904e3,NaN,1.990904e3,1.878713e2,1.625353e3,2.333233e3,199.0,602.0,NaN,602.0,402.0,NaN,402.0,0.004,0.000,20
Rosenbrock_10D,Non-Convex Unimodal,10,Trust Region-Conservative,2.182246e3,NaN,2.182246e3,2.533452e2,1.687664e3,2.665957e3,199.0,602.0,NaN,602.0,402.0,NaN,402.0,0.004,0.000,20
Rosenbrock_10D,Non-Convex Unimodal,10,QQN-Bisection-1,5.147077e0,NaN,5.147077e0,2.317072e0,5.569821e-1,9.440056e0,24.5,475.4,NaN,475.4,563.0,NaN,563.0,0.013,0.000,40
Rosenbrock_10D,Non-Convex Unimodal,10,QQN-Bisection-2,7.099126e0,NaN,7.099126e0,9.804873e-1,4.287190e0,8.379719e0,33.8,602.8,NaN,602.8,375.8,NaN,375.8,0.015,0.000,20
Rosenbrock_10D,Non-Convex Unimodal,10,Adam-Fast,1.900993e1,1.071419e1,3.145353e1,1.373433e1,2.297680e-1,3.924087e1,54.1,111.2,156.9,42.8,110.2,155.9,41.8,0.002,0.600,40
Rosenbrock_10D,Non-Convex Unimodal,10,QQN-Backtracking,4.630073e0,NaN,4.630073e0,1.887713e0,8.170949e-1,7.595426e0,52.2,690.0,NaN,690.0,320.2,NaN,320.2,0.022,0.000,20
Rosenbrock_10D,Non-Convex Unimodal,10,Adam,1.017356e3,NaN,1.017356e3,1.366251e2,8.031576e2,1.270298e3,249.0,502.0,NaN,502.0,502.0,NaN,502.0,0.011,0.000,20
Rosenbrock_10D,Non-Convex Unimodal,10,L-BFGS,7.972003e1,1.488043e2,6.244897e1,9.365915e1,3.019372e1,4.645650e2,14.7,146.8,166.0,142.0,46.1,52.0,44.7,0.002,0.200,20
Rosenbrock_10D,Non-Convex Unimodal,10,L-BFGS-Aggressive,1.142863e3,NaN,1.142863e3,1.014681e3,5.825274e1,2.594206e3,76.5,773.1,NaN,773.1,234.4,NaN,234.4,0.009,0.000,40
Rosenbrock_10D,Non-Convex Unimodal,10,QQN-GoldenSection,8.267853e0,NaN,8.267853e0,9.753408e-1,3.320106e0,9.564350e0,18.4,912.9,NaN,912.9,117.7,NaN,117.7,0.016,0.000,60
Rosenbrock_10D,Non-Convex Unimodal,10,QQN-CubicQuadraticInterpolation,8.527614e0,NaN,8.527614e0,4.543941e-1,7.525650e0,9.350395e0,12.7,399.2,NaN,399.2,661.2,NaN,661.2,0.015,0.000,40
Rosenbrock_10D,Non-Convex Unimodal,10,Trust Region-Adaptive,2.113333e3,NaN,2.113333e3,2.619295e2,1.624968e3,2.670084e3,199.0,602.0,NaN,602.0,402.0,NaN,402.0,0.004,0.000,20
Rosenbrock_10D,Non-Convex Unimodal,10,QQN-StrongWolfe,4.957414e0,NaN,4.957414e0,2.670827e0,2.671434e-3,9.127995e0,33.9,566.4,NaN,566.4,458.5,NaN,458.5,0.018,0.000,20
Rosenbrock_10D,Non-Convex Unimodal,10,Adam-AMSGrad,9.923431e2,NaN,9.923431e2,1.328246e2,7.869638e2,1.206410e3,249.0,502.0,NaN,502.0,502.0,NaN,502.0,0.012,0.000,20
Rosenbrock_10D,Non-Convex Unimodal,10,GD-Nesterov,1.210715e0,NaN,1.210715e0,3.073625e-2,1.145951e0,1.257851e0,332.0,335.0,NaN,335.0,668.0,NaN,668.0,0.011,0.000,20
Rosenbrock_10D,Non-Convex Unimodal,10,GD-WeightDecay,1.066403e0,2.608341e0,5.524235e-1,1.279855e0,1.852593e-1,4.856708e0,280.2,283.2,127.8,335.0,563.9,251.6,668.0,0.010,0.250,20
Rosenbrock_10D,Non-Convex Unimodal,10,L-BFGS-Conservative,8.971606e0,9.549607e0,8.941185e0,7.626971e-1,6.433009e0,9.595107e0,77.9,686.4,600.0,690.9,319.8,296.0,321.0,0.011,0.050,20
Rosenbrock_10D,Non-Convex Unimodal,10,GD-Momentum,2.585005e1,9.020856e-1,3.208705e1,3.110249e1,5.084086e-1,7.493396e1,167.3,170.3,134.2,179.3,337.4,264.5,355.6,0.005,0.200,20
Rosenbrock_10D,Non-Convex Unimodal,10,QQN-MoreThuente,3.190272e2,NaN,3.190272e2,5.480956e1,2.392376e2,4.716768e2,47.0,484.0,NaN,484.0,529.0,NaN,529.0,0.011,0.000,20
Michalewicz_2D_m10,Highly Multimodal,2,Trust Region-Adaptive,-1.671289e-6,-4.173769e-6,-2.968476e-9,3.025215e-6,-1.027364e-5,-8.382756e-12,1.0,4.5,5.0,4.1,4.0,4.0,4.0,0.000,0.400,20
Michalewicz_2D_m10,Highly Multimodal,2,QQN-CubicQuadraticInterpolation,-8.156717e-7,-2.886697e-6,-2.979154e-7,2.266151e-6,-1.143486e-5,-3.602904e-14,4.4,131.3,265.0,97.8,209.8,424.0,156.2,0.004,0.200,40
Michalewicz_2D_m10,Highly Multimodal,2,L-BFGS-Conservative,-1.542530e-6,NaN,-1.542530e-6,2.752688e-6,-1.069977e-5,-4.337810e-13,55.5,281.8,NaN,281.8,225.9,NaN,225.9,0.005,0.000,20
Michalewicz_2D_m10,Highly Multimodal,2,QQN-Bisection-1,-5.110553e-7,NaN,-5.110553e-7,1.579524e-6,-7.252776e-6,-9.089140e-14,4.1,113.8,NaN,113.8,151.0,NaN,151.0,0.003,0.000,40
Michalewicz_2D_m10,Highly Multimodal,2,Trust Region-Conservative,-9.507211e-7,-4.744497e-6,-2.277184e-9,3.255555e-6,-1.489978e-5,-7.705257e-13,1.0,4.2,5.0,4.0,4.0,4.0,4.0,0.000,0.200,20
Michalewicz_2D_m10,Highly Multimodal,2,QQN-Backtracking,-4.009149e-2,NaN,-4.009149e-2,1.746352e-1,-8.013087e-1,-4.512054e-14,21.2,331.2,NaN,331.2,129.6,NaN,129.6,0.008,0.000,20
Michalewicz_2D_m10,Highly Multimodal,2,QQN-Bisection-2,-1.451300e-6,NaN,-1.451300e-6,3.070524e-6,-1.229898e-5,-3.905084e-13,8.8,175.9,NaN,175.9,86.5,NaN,86.5,0.004,0.000,20
Michalewicz_2D_m10,Highly Multimodal,2,QQN-StrongWolfe,-4.002685e-2,NaN,-4.002685e-2,1.744653e-1,-8.005035e-1,-1.061728e-13,13.8,353.3,NaN,353.3,225.4,NaN,225.4,0.009,0.000,20
Michalewicz_2D_m10,Highly Multimodal,2,L-BFGS,-1.688394e-6,NaN,-1.688394e-6,3.762934e-6,-1.478451e-5,-3.078500e-14,44.6,226.0,NaN,226.0,181.5,NaN,181.5,0.004,0.000,20
Michalewicz_2D_m10,Highly Multimodal,2,GD-Nesterov,-5.647277e-7,-1.040072e-6,-5.119116e-7,1.418547e-6,-5.667421e-6,-1.131750e-12,34.1,36.2,3.0,39.9,70.4,4.0,77.8,0.001,0.100,20
Michalewicz_2D_m10,Highly Multimodal,2,L-BFGS-Aggressive,-1.098304e-1,-1.487249e-7,-1.126466e-1,2.910716e-1,-9.384954e-1,-1.310934e-13,56.6,314.9,158.0,318.9,172.8,100.0,174.7,0.004,0.025,40
Michalewicz_2D_m10,Highly Multimodal,2,GD-WeightDecay,-6.879972e-7,-5.436664e-7,-7.498533e-7,1.671211e-6,-7.258612e-6,-4.654384e-14,37.7,40.7,8.0,54.7,77.6,12.0,105.7,0.001,0.300,20
Michalewicz_2D_m10,Highly Multimodal,2,Adam,-4.299915e-2,NaN,-4.299915e-2,1.281336e-1,-5.513469e-1,-3.330583e-13,211.8,427.3,NaN,427.3,427.3,NaN,427.3,0.008,0.000,20
Michalewicz_2D_m10,Highly Multimodal,2,QQN-MoreThuente,-1.077683e-7,NaN,-1.077683e-7,2.466337e-7,-1.050054e-6,-1.963028e-13,6.9,175.4,NaN,175.4,239.4,NaN,239.4,0.004,0.000,20
Michalewicz_2D_m10,Highly Multimodal,2,Adam-AMSGrad,-8.154472e-2,-1.490100e-6,-9.593470e-2,2.446467e-1,-8.235145e-1,-2.492617e-13,29.4,61.9,13.0,70.5,61.0,12.0,69.6,0.001,0.150,20
Michalewicz_2D_m10,Highly Multimodal,2,QQN-GoldenSection,-2.431984e-6,NaN,-2.431984e-6,1.004115e-5,-7.736639e-5,-1.145126e-13,8.3,429.1,NaN,429.1,52.0,NaN,52.0,0.007,0.000,60
Michalewicz_2D_m10,Highly Multimodal,2,Adam-WeightDecay,-3.474179e-7,-1.366469e-6,-7.734138e-9,9.169422e-7,-3.960210e-6,-6.623312e-14,5.0,13.0,13.0,13.0,12.0,12.0,12.0,0.000,0.250,20
Michalewicz_2D_m10,Highly Multimodal,2,Adam-Fast,-4.847067e-1,-9.694135e-1,-5.496104e-10,4.872623e-1,-9.985244e-1,-3.881970e-14,93.3,189.8,76.7,302.8,189.2,75.7,302.8,0.004,0.500,40
Michalewicz_2D_m10,Highly Multimodal,2,Trust Region-Standard,-1.731251e-6,-3.145631e-6,-2.564873e-9,2.969322e-6,-1.103974e-5,-4.341558e-14,1.0,4.5,5.0,4.0,4.0,4.0,4.0,0.000,0.550,20
Michalewicz_2D_m10,Highly Multimodal,2,GD,-1.523230e-6,-8.302894e-7,-1.696465e-6,3.393051e-6,-1.515731e-5,-3.169738e-14,58.9,61.1,3.0,75.6,120.2,4.0,149.2,0.001,0.200,40
Michalewicz_2D_m10,Highly Multimodal,2,GD-Momentum,-5.058163e-7,-5.522151e-7,-4.942166e-7,1.693382e-6,-7.775513e-6,-2.133754e-13,17.6,19.6,3.0,23.8,37.2,4.0,45.5,0.001,0.200,20
Michalewicz_5D_m10,Highly Multimodal,5,QQN-Bisection-1,-1.544743e0,NaN,-1.544743e0,6.363961e-1,-3.389972e0,-7.538933e-1,15.8,418.0,NaN,418.0,486.0,NaN,486.0,0.010,0.000,40
Michalewicz_5D_m10,Highly Multimodal,5,GD-Momentum,-7.299958e-1,NaN,-7.299958e-1,6.458003e-1,-2.373031e0,-6.758245e-6,51.2,54.2,NaN,54.2,104.6,NaN,104.6,0.002,0.000,20
Michalewicz_5D_m10,Highly Multimodal,5,QQN-CubicQuadraticInterpolation,-1.204536e0,NaN,-1.204536e0,5.120193e-1,-2.437983e0,-8.822005e-5,13.7,348.3,NaN,348.3,550.3,NaN,550.3,0.013,0.000,40
Michalewicz_5D_m10,Highly Multimodal,5,Adam-Fast,-2.814250e0,-3.265203e0,-2.137821e0,7.336603e-1,-3.694461e0,-1.363097e0,42.0,87.0,102.5,63.9,86.0,101.5,62.9,0.002,0.600,40
Michalewicz_5D_m10,Highly Multimodal,5,Trust Region-Standard,-2.207239e-1,NaN,-2.207239e-1,2.321787e-1,-7.433940e-1,-1.116781e-5,1.1,5.3,NaN,5.3,4.2,NaN,4.2,0.000,0.000,20
Michalewicz_5D_m10,Highly Multimodal,5,GD-Nesterov,-1.132035e0,NaN,-1.132035e0,6.011764e-1,-2.602926e0,-6.946602e-1,17.7,20.7,NaN,20.7,37.4,NaN,37.4,0.001,0.000,20
Michalewicz_5D_m10,Highly Multimodal,5,L-BFGS-Aggressive,-6.916944e-1,NaN,-6.916944e-1,3.941287e-1,-1.731374e0,-1.664360e-1,72.7,716.7,NaN,716.7,222.9,NaN,222.9,0.006,0.000,40
Michalewicz_5D_m10,Highly Multimodal,5,GD-WeightDecay,-1.230796e0,-2.684643e0,-1.069258e0,7.246819e-1,-2.694384e0,-3.476544e-4,74.3,77.3,54.0,79.9,150.8,104.0,156.0,0.002,0.100,20
Michalewicz_5D_m10,Highly Multimodal,5,L-BFGS-Conservative,-1.687733e0,-2.694590e0,-1.634740e0,8.125068e-1,-3.663571e0,-2.187255e-4,65.8,520.2,663.0,512.7,272.8,267.0,273.1,0.009,0.050,20
Michalewicz_5D_m10,Highly Multimodal,5,GD,-1.332679e0,-2.694590e0,-1.181355e0,7.281478e-1,-2.694590e0,-3.252248e-5,206.2,208.8,146.2,215.8,415.6,290.5,429.4,0.005,0.100,40
Michalewicz_5D_m10,Highly Multimodal,5,QQN-Backtracking,-1.343864e0,-2.694590e0,-1.193783e0,6.047928e-1,-2.694590e0,-8.387994e-1,48.2,538.2,528.0,539.3,292.7,294.0,292.6,0.019,0.100,20
Michalewicz_5D_m10,Highly Multimodal,5,QQN-MoreThuente,-1.276124e0,NaN,-1.276124e0,4.259601e-1,-1.889981e0,-8.387989e-1,25.8,385.9,NaN,385.9,418.9,NaN,418.9,0.011,0.000,20
Michalewicz_5D_m10,Highly Multimodal,5,Adam-AMSGrad,-2.514374e0,-2.694413e0,-2.494370e0,5.614947e-1,-3.446722e0,-1.734701e0,235.3,474.4,467.0,475.2,474.0,466.0,474.9,0.011,0.100,20
Michalewicz_5D_m10,Highly Multimodal,5,Trust Region-Adaptive,-6.100558e-1,NaN,-6.100558e-1,5.300580e-1,-1.780996e0,-1.231188e-5,2.4,9.2,NaN,9.2,6.8,NaN,6.8,0.000,0.000,20
Michalewicz_5D_m10,Highly Multimodal,5,QQN-GoldenSection,-1.475931e0,-2.694590e0,-1.388883e0,6.136072e-1,-2.734455e0,-4.916972e-1,15.8,611.7,689.2,606.1,98.3,113.5,97.2,0.011,0.067,60
Michalewicz_5D_m10,Highly Multimodal,5,QQN-Bisection-2,-1.601918e0,-2.735499e0,-1.526346e0,4.880953e-1,-2.735499e0,-8.387992e-1,20.2,358.8,299.0,361.9,198.7,204.0,198.4,0.011,0.050,20
Michalewicz_5D_m10,Highly Multimodal,5,L-BFGS,-5.990168e-2,NaN,-5.990168e-2,1.534828e-1,-6.728112e-1,-8.221341e-8,15.1,108.0,NaN,108.0,62.9,NaN,62.9,0.002,0.000,20
