Problem,QQN_Optimizer,NonQQN_Optimizer,Metric,Winner,Test_Statistic,P_Value,Significant,Effect_Size
StyblinskiTang_5D,QQN-MoreThuente,Adam,Computational_Cost,QQN-MoreThuente,-3.017168,0.010000,true,0.954112
StyblinskiTang_5D,QQN-MoreThuente,GD-WeightDecay,Final_Objective_Value,-,1.959606,0.100000,false,0.619682
StyblinskiTang_5D,QQN-MoreThuente,GD-WeightDecay,Computational_Cost,GD-WeightDecay,6.165643,0.001000,true,1.949747
StyblinskiTang_5D,QQN-MoreThuente,Trust Region-Adaptive,Final_Objective_Value,QQN-MoreThuente,-10.781506,0.001000,true,3.409412
StyblinskiTang_5D,QQN-MoreThuente,Trust Region-Adaptive,Computational_Cost,QQN-MoreThuente,-5.649949,0.001000,true,1.786671
StyblinskiTang_5D,QQN-MoreThuente,L-BFGS-Aggressive,Final_Objective_Value,QQN-MoreThuente,-5.529931,0.001000,true,1.583764
StyblinskiTang_5D,QQN-MoreThuente,L-BFGS-Aggressive,Computational_Cost,QQN-MoreThuente,-10.222204,0.001000,true,3.232265
StyblinskiTang_5D,QQN-MoreThuente,Adam-WeightDecay,Final_Objective_Value,QQN-MoreThuente,-12.322884,0.001000,true,3.896838
StyblinskiTang_5D,QQN-MoreThuente,Adam-WeightDecay,Computational_Cost,QQN-MoreThuente,-3.017168,0.010000,true,0.954112
StyblinskiTang_5D,QQN-MoreThuente,GD-Nesterov,Final_Objective_Value,-,1.125892,0.500000,false,0.356038
StyblinskiTang_5D,QQN-MoreThuente,GD-Nesterov,Computational_Cost,GD-Nesterov,6.862940,0.001000,true,2.170252
StyblinskiTang_5D,QQN-MoreThuente,Trust Region-Standard,Final_Objective_Value,-,1.925759,0.100000,false,0.608979
StyblinskiTang_5D,QQN-MoreThuente,Trust Region-Standard,Computational_Cost,QQN-MoreThuente,-5.146119,0.001000,true,1.627346
StyblinskiTang_5D,QQN-MoreThuente,Adam-AMSGrad,Final_Objective_Value,QQN-MoreThuente,-14.889623,0.001000,true,4.708512
StyblinskiTang_5D,QQN-MoreThuente,Adam-AMSGrad,Computational_Cost,QQN-MoreThuente,-3.017168,0.010000,true,0.954112
StyblinskiTang_5D,QQN-MoreThuente,GD,Final_Objective_Value,GD,2.417416,0.010000,true,0.758432
StyblinskiTang_5D,QQN-MoreThuente,GD,Computational_Cost,GD,4.662960,0.001000,true,1.469299
StyblinskiTang_5D,QQN-Bisection-1,Adam-Fast,Final_Objective_Value,-,-1.825277,0.100000,false,0.408144
StyblinskiTang_5D,QQN-Bisection-1,Adam-Fast,Computational_Cost,Adam-Fast,14.151287,0.001000,true,3.164324
StyblinskiTang_5D,QQN-Bisection-1,Trust Region-Conservative,Final_Objective_Value,QQN-Bisection-1,-109.892918,0.001000,true,24.623216
StyblinskiTang_5D,QQN-Bisection-1,Trust Region-Conservative,Computational_Cost,QQN-Bisection-1,-9.875434,0.001000,true,2.208214
StyblinskiTang_5D,QQN-Bisection-1,L-BFGS,Final_Objective_Value,-,-0.051719,0.500000,false,0.014210
StyblinskiTang_5D,QQN-Bisection-1,L-BFGS,Computational_Cost,L-BFGS,9.345138,0.001000,true,2.163019
StyblinskiTang_5D,QQN-Bisection-1,GD-Momentum,Final_Objective_Value,QQN-Bisection-1,-2.744765,0.010000,true,0.843333
StyblinskiTang_5D,QQN-Bisection-1,GD-Momentum,Computational_Cost,GD-Momentum,6.801554,0.001000,true,1.844999
StyblinskiTang_5D,QQN-Bisection-1,L-BFGS-Conservative,Final_Objective_Value,-,0.254862,0.500000,false,0.070905
StyblinskiTang_5D,QQN-Bisection-1,L-BFGS-Conservative,Computational_Cost,QQN-Bisection-1,-7.192516,0.001000,true,1.630701
StyblinskiTang_5D,QQN-Bisection-1,Adam,Final_Objective_Value,QQN-Bisection-1,-105.545842,0.001000,true,23.862614
StyblinskiTang_5D,QQN-Bisection-1,Adam,Computational_Cost,QQN-Bisection-1,-5.340738,0.001000,true,1.194225
StyblinskiTang_5D,QQN-Bisection-1,GD-WeightDecay,Final_Objective_Value,-,0.194801,0.500000,false,0.054785
StyblinskiTang_5D,QQN-Bisection-1,GD-WeightDecay,Computational_Cost,GD-WeightDecay,9.644068,0.001000,true,2.293388
StyblinskiTang_5D,QQN-Bisection-1,Trust Region-Adaptive,Final_Objective_Value,QQN-Bisection-1,-81.189900,0.001000,true,18.205635
StyblinskiTang_5D,QQN-Bisection-1,Trust Region-Adaptive,Computational_Cost,QQN-Bisection-1,-9.875434,0.001000,true,2.208214
StyblinskiTang_5D,QQN-Bisection-1,L-BFGS-Aggressive,Final_Objective_Value,QQN-Bisection-1,-14.890004,0.001000,true,3.329506
StyblinskiTang_5D,QQN-Bisection-1,L-BFGS-Aggressive,Computational_Cost,QQN-Bisection-1,-17.747634,0.001000,true,3.968492
StyblinskiTang_5D,QQN-Bisection-1,Adam-WeightDecay,Final_Objective_Value,QQN-Bisection-1,-86.464674,0.001000,true,19.886321
StyblinskiTang_5D,QQN-Bisection-1,Adam-WeightDecay,Computational_Cost,QQN-Bisection-1,-5.340738,0.001000,true,1.194225
StyblinskiTang_5D,QQN-Bisection-1,GD-Nesterov,Final_Objective_Value,-,-1.779869,0.100000,false,0.528232
StyblinskiTang_5D,QQN-Bisection-1,GD-Nesterov,Computational_Cost,GD-Nesterov,11.162524,0.001000,true,2.581845
StyblinskiTang_5D,QQN-Bisection-1,Trust Region-Standard,Final_Objective_Value,-,0.291288,0.500000,false,0.087282
StyblinskiTang_5D,QQN-Bisection-1,Trust Region-Standard,Computational_Cost,QQN-Bisection-1,-8.928211,0.001000,true,2.009651
StyblinskiTang_5D,QQN-Bisection-1,Adam-AMSGrad,Final_Objective_Value,QQN-Bisection-1,-105.917012,0.001000,true,23.912660
StyblinskiTang_5D,QQN-Bisection-1,Adam-AMSGrad,Computational_Cost,QQN-Bisection-1,-5.340738,0.001000,true,1.194225
StyblinskiTang_5D,QQN-Bisection-1,GD,Final_Objective_Value,-,2.338488,0.050000,false,0.522902
StyblinskiTang_5D,QQN-Bisection-1,GD,Computational_Cost,GD,7.832971,0.001000,true,1.751506
StyblinskiTang_5D,QQN-Bisection-2,Adam-Fast,Final_Objective_Value,-,-2.385961,0.050000,false,0.664190
StyblinskiTang_5D,QQN-Bisection-2,Adam-Fast,Computational_Cost,Adam-Fast,5.507689,0.001000,true,1.741668
StyblinskiTang_5D,QQN-Bisection-2,Trust Region-Conservative,Final_Objective_Value,QQN-Bisection-2,-85.313028,0.001000,true,26.978348
StyblinskiTang_5D,QQN-Bisection-2,Trust Region-Conservative,Computational_Cost,QQN-Bisection-2,-9.069065,0.001000,true,2.867890
StyblinskiTang_5D,QQN-Bisection-2,L-BFGS,Final_Objective_Value,-,-0.725265,0.500000,false,0.229349
StyblinskiTang_5D,QQN-Bisection-2,L-BFGS,Computational_Cost,L-BFGS,2.930598,0.010000,true,0.926736
StyblinskiTang_5D,QQN-Bisection-2,GD-Momentum,Final_Objective_Value,QQN-Bisection-2,-3.004059,0.010000,true,0.949967
StyblinskiTang_5D,QQN-Bisection-2,GD-Momentum,Computational_Cost,GD-Momentum,2.958847,0.010000,true,0.935670
StyblinskiTang_5D,QQN-Bisection-2,L-BFGS-Conservative,Final_Objective_Value,-,-0.417510,0.500000,false,0.132028
StyblinskiTang_5D,QQN-Bisection-2,L-BFGS-Conservative,Computational_Cost,QQN-Bisection-2,-7.486456,0.001000,true,2.367425
StyblinskiTang_5D,QQN-Bisection-2,Adam,Final_Objective_Value,QQN-Bisection-2,-82.569755,0.001000,true,26.110849
StyblinskiTang_5D,QQN-Bisection-2,Adam,Computational_Cost,QQN-Bisection-2,-6.317945,0.001000,true,1.997910
StyblinskiTang_5D,QQN-Bisection-2,GD-WeightDecay,Final_Objective_Value,-,-0.444297,0.500000,false,0.140499
StyblinskiTang_5D,QQN-Bisection-2,GD-WeightDecay,Computational_Cost,GD-WeightDecay,3.412708,0.001000,true,1.079193
StyblinskiTang_5D,QQN-Bisection-2,Trust Region-Adaptive,Final_Objective_Value,QQN-Bisection-2,-63.331546,0.001000,true,20.027193
StyblinskiTang_5D,QQN-Bisection-2,Trust Region-Adaptive,Computational_Cost,QQN-Bisection-2,-9.069065,0.001000,true,2.867890
StyblinskiTang_5D,QQN-Bisection-2,L-BFGS-Aggressive,Final_Objective_Value,QQN-Bisection-2,-14.850582,0.001000,true,3.433259
StyblinskiTang_5D,QQN-Bisection-2,L-BFGS-Aggressive,Computational_Cost,QQN-Bisection-2,-13.846448,0.001000,true,4.378217
StyblinskiTang_5D,QQN-Bisection-2,Adam-WeightDecay,Final_Objective_Value,QQN-Bisection-2,-68.748031,0.001000,true,21.740036
StyblinskiTang_5D,QQN-Bisection-2,Adam-WeightDecay,Computational_Cost,QQN-Bisection-2,-6.317945,0.001000,true,1.997910
StyblinskiTang_5D,QQN-Bisection-2,GD-Nesterov,Final_Objective_Value,-,-2.164613,0.050000,false,0.684511
StyblinskiTang_5D,QQN-Bisection-2,GD-Nesterov,Computational_Cost,GD-Nesterov,4.074546,0.001000,true,1.288484
StyblinskiTang_5D,QQN-Bisection-2,Trust Region-Standard,Final_Objective_Value,-,-0.148163,0.500000,false,0.046853
StyblinskiTang_5D,QQN-Bisection-2,Trust Region-Standard,Computational_Cost,QQN-Bisection-2,-8.524763,0.001000,true,2.695767
StyblinskiTang_5D,QQN-Bisection-2,Adam-AMSGrad,Final_Objective_Value,QQN-Bisection-2,-82.762925,0.001000,true,26.171935
StyblinskiTang_5D,QQN-Bisection-2,Adam-AMSGrad,Computational_Cost,QQN-Bisection-2,-6.317945,0.001000,true,1.997910
StyblinskiTang_5D,QQN-Bisection-2,GD,Final_Objective_Value,-,1.102385,0.500000,false,0.308073
StyblinskiTang_5D,QQN-Bisection-2,GD,Computational_Cost,-,1.718190,0.100000,false,0.541226
IllConditionedRosenbrock_2D_alpha100,QQN-Bisection-1,L-BFGS-Conservative,Final_Objective_Value,-,0.705745,0.500000,false,0.196517
IllConditionedRosenbrock_2D_alpha100,QQN-Bisection-1,L-BFGS-Conservative,Computational_Cost,QQN-Bisection-1,-10.348393,0.001000,true,2.800809
IllConditionedRosenbrock_2D_alpha100,QQN-Bisection-1,Adam,Final_Objective_Value,QQN-Bisection-1,-7.909148,0.001000,true,2.034510
IllConditionedRosenbrock_2D_alpha100,QQN-Bisection-1,Adam,Computational_Cost,-,1.896729,0.100000,false,0.562382
IllConditionedRosenbrock_2D_alpha100,QQN-Bisection-1,L-BFGS-Aggressive,Final_Objective_Value,QQN-Bisection-1,-6.480341,0.001000,true,1.449048
IllConditionedRosenbrock_2D_alpha100,QQN-Bisection-1,L-BFGS-Aggressive,Computational_Cost,QQN-Bisection-1,-27.649930,0.001000,true,6.182712
IllConditionedRosenbrock_2D_alpha100,QQN-Bisection-1,Adam-AMSGrad,Final_Objective_Value,QQN-Bisection-1,-11.439884,0.001000,true,2.588709
IllConditionedRosenbrock_2D_alpha100,QQN-Bisection-1,Adam-AMSGrad,Computational_Cost,Adam-AMSGrad,6.628056,0.001000,true,2.021485
IllConditionedRosenbrock_2D_alpha100,QQN-Bisection-1,GD-Nesterov,Final_Objective_Value,-,-1.280843,0.500000,false,0.371430
IllConditionedRosenbrock_2D_alpha100,QQN-Bisection-1,GD-Nesterov,Computational_Cost,GD-Nesterov,34.354712,0.001000,true,8.945243
IllConditionedRosenbrock_2D_alpha100,QQN-Bisection-1,Trust Region-Conservative,Final_Objective_Value,QQN-Bisection-1,-6.036074,0.001000,true,1.907013
IllConditionedRosenbrock_2D_alpha100,QQN-Bisection-1,Trust Region-Conservative,Computational_Cost,QQN-Bisection-1,-8.545958,0.001000,true,1.910934
IllConditionedRosenbrock_2D_alpha100,QQN-Bisection-1,GD-Momentum,Final_Objective_Value,QQN-Bisection-1,-4.335546,0.001000,true,1.323375
IllConditionedRosenbrock_2D_alpha100,QQN-Bisection-1,GD-Momentum,Computational_Cost,GD-Momentum,40.466136,0.001000,true,10.162534
IllConditionedRosenbrock_2D_alpha100,QQN-Bisection-1,L-BFGS,Final_Objective_Value,QQN-Bisection-1,-3.016285,0.010000,true,0.953813
IllConditionedRosenbrock_2D_alpha100,QQN-Bisection-1,L-BFGS,Computational_Cost,L-BFGS,27.039397,0.001000,true,7.310506
IllConditionedRosenbrock_2D_alpha100,QQN-Bisection-1,Adam-Fast,Final_Objective_Value,-,-1.590250,0.200000,false,0.355591
IllConditionedRosenbrock_2D_alpha100,QQN-Bisection-1,Adam-Fast,Computational_Cost,Adam-Fast,7.165686,0.001000,true,1.602296
IllConditionedRosenbrock_2D_alpha100,QQN-Bisection-1,Trust Region-Adaptive,Final_Objective_Value,QQN-Bisection-1,-5.391123,0.001000,true,1.578915
IllConditionedRosenbrock_2D_alpha100,QQN-Bisection-1,Trust Region-Adaptive,Computational_Cost,Trust Region-Adaptive,8.136874,0.001000,true,2.520621
IllConditionedRosenbrock_2D_alpha100,QQN-Bisection-1,Trust Region-Standard,Final_Objective_Value,QQN-Bisection-1,-10.618881,0.001000,true,2.417547
IllConditionedRosenbrock_2D_alpha100,QQN-Bisection-1,Trust Region-Standard,Computational_Cost,Trust Region-Standard,19.072865,0.001000,true,5.586421
IllConditionedRosenbrock_2D_alpha100,QQN-Bisection-1,Adam-WeightDecay,Final_Objective_Value,QQN-Bisection-1,-11.723301,0.001000,true,2.643783
IllConditionedRosenbrock_2D_alpha100,QQN-Bisection-1,Adam-WeightDecay,Computational_Cost,Adam-WeightDecay,26.934721,0.001000,true,7.289786
IllConditionedRosenbrock_2D_alpha100,QQN-Bisection-1,GD-WeightDecay,Final_Objective_Value,-,0.552829,0.500000,false,0.159840
IllConditionedRosenbrock_2D_alpha100,QQN-Bisection-1,GD-WeightDecay,Computational_Cost,GD-WeightDecay,13.131215,0.001000,true,3.872852
IllConditionedRosenbrock_2D_alpha100,QQN-Bisection-1,GD,Final_Objective_Value,-,-0.822199,0.500000,false,0.183849
IllConditionedRosenbrock_2D_alpha100,QQN-Bisection-1,GD,Computational_Cost,-,-0.297143,0.500000,false,0.066443
IllConditionedRosenbrock_2D_alpha100,QQN-Backtracking,L-BFGS-Conservative,Final_Objective_Value,-,-1.996088,0.100000,false,0.631218
IllConditionedRosenbrock_2D_alpha100,QQN-Backtracking,L-BFGS-Conservative,Computational_Cost,L-BFGS-Conservative,2.504754,0.010000,true,0.792073
IllConditionedRosenbrock_2D_alpha100,QQN-Backtracking,Adam,Final_Objective_Value,QQN-Backtracking,-14.108067,0.001000,true,4.461362
IllConditionedRosenbrock_2D_alpha100,QQN-Backtracking,Adam,Computational_Cost,Adam,10.146922,0.001000,true,3.208738
IllConditionedRosenbrock_2D_alpha100,QQN-Backtracking,L-BFGS-Aggressive,Final_Objective_Value,QQN-Backtracking,-7.017891,0.001000,true,1.570579
IllConditionedRosenbrock_2D_alpha100,QQN-Backtracking,L-BFGS-Aggressive,Computational_Cost,QQN-Backtracking,-20.527322,0.001000,true,6.445096
IllConditionedRosenbrock_2D_alpha100,QQN-Backtracking,Adam-AMSGrad,Final_Objective_Value,QQN-Backtracking,-28.544174,0.001000,true,9.026460
IllConditionedRosenbrock_2D_alpha100,QQN-Backtracking,Adam-AMSGrad,Computational_Cost,Adam-AMSGrad,12.681523,0.001000,true,4.010250
IllConditionedRosenbrock_2D_alpha100,QQN-Backtracking,GD-Nesterov,Final_Objective_Value,QQN-Backtracking,-3.535726,0.001000,true,1.118095
IllConditionedRosenbrock_2D_alpha100,QQN-Backtracking,GD-Nesterov,Computational_Cost,GD-Nesterov,63.611237,0.001000,true,20.115639
IllConditionedRosenbrock_2D_alpha100,QQN-Backtracking,Trust Region-Conservative,Final_Objective_Value,QQN-Backtracking,-6.238394,0.001000,true,1.972754
IllConditionedRosenbrock_2D_alpha100,QQN-Backtracking,Trust Region-Conservative,Computational_Cost,Trust Region-Conservative,34.757462,0.001000,true,10.991275
IllConditionedRosenbrock_2D_alpha100,QQN-Backtracking,GD-Momentum,Final_Objective_Value,QQN-Backtracking,-5.737312,0.001000,true,1.814297
IllConditionedRosenbrock_2D_alpha100,QQN-Backtracking,GD-Momentum,Computational_Cost,GD-Momentum,80.743268,0.001000,true,25.533263
IllConditionedRosenbrock_2D_alpha100,QQN-Backtracking,L-BFGS,Final_Objective_Value,QQN-Backtracking,-3.046030,0.010000,true,0.963239
IllConditionedRosenbrock_2D_alpha100,QQN-Backtracking,L-BFGS,Computational_Cost,L-BFGS,48.049949,0.001000,true,15.194728
IllConditionedRosenbrock_2D_alpha100,QQN-Backtracking,Adam-Fast,Final_Objective_Value,QQN-Backtracking,-4.090733,0.001000,true,0.931792
IllConditionedRosenbrock_2D_alpha100,QQN-Backtracking,Adam-Fast,Computational_Cost,Adam-Fast,12.704952,0.001000,true,2.846625
IllConditionedRosenbrock_2D_alpha100,QQN-Backtracking,Trust Region-Adaptive,Final_Objective_Value,QQN-Backtracking,-7.746797,0.001000,true,2.449752
IllConditionedRosenbrock_2D_alpha100,QQN-Backtracking,Trust Region-Adaptive,Computational_Cost,Trust Region-Adaptive,12.585520,0.001000,true,3.979891
IllConditionedRosenbrock_2D_alpha100,QQN-Backtracking,Trust Region-Standard,Final_Objective_Value,QQN-Backtracking,-26.266785,0.001000,true,8.306287
IllConditionedRosenbrock_2D_alpha100,QQN-Backtracking,Trust Region-Standard,Computational_Cost,Trust Region-Standard,29.683151,0.001000,true,9.386637
IllConditionedRosenbrock_2D_alpha100,QQN-Backtracking,Adam-WeightDecay,Final_Objective_Value,QQN-Backtracking,-29.570992,0.001000,true,9.351169
IllConditionedRosenbrock_2D_alpha100,QQN-Backtracking,Adam-WeightDecay,Computational_Cost,Adam-WeightDecay,47.775455,0.001000,true,15.107925
IllConditionedRosenbrock_2D_alpha100,QQN-Backtracking,GD-WeightDecay,Final_Objective_Value,-,-1.607003,0.100000,false,0.508179
IllConditionedRosenbrock_2D_alpha100,QQN-Backtracking,GD-WeightDecay,Computational_Cost,GD-WeightDecay,22.618639,0.001000,true,7.152642
IllConditionedRosenbrock_2D_alpha100,QQN-Backtracking,GD,Final_Objective_Value,QQN-Backtracking,-4.010920,0.001000,true,0.925778
IllConditionedRosenbrock_2D_alpha100,QQN-Backtracking,GD,Computational_Cost,GD,4.108300,0.001000,true,0.919908
IllConditionedRosenbrock_2D_alpha100,QQN-GoldenSection,L-BFGS-Conservative,Final_Objective_Value,-,-0.289428,0.500000,false,0.082630
IllConditionedRosenbrock_2D_alpha100,QQN-GoldenSection,L-BFGS-Conservative,Computational_Cost,L-BFGS-Conservative,12.129118,0.001000,true,2.695648
IllConditionedRosenbrock_2D_alpha100,QQN-GoldenSection,Adam,Final_Objective_Value,QQN-GoldenSection,-11.407407,0.001000,true,2.951105
IllConditionedRosenbrock_2D_alpha100,QQN-GoldenSection,Adam,Computational_Cost,Adam,15.861560,0.001000,true,4.164094
IllConditionedRosenbrock_2D_alpha100,QQN-GoldenSection,L-BFGS-Aggressive,Final_Objective_Value,QQN-GoldenSection,-6.705340,0.001000,true,1.497928
IllConditionedRosenbrock_2D_alpha100,QQN-GoldenSection,L-BFGS-Aggressive,Computational_Cost,L-BFGS-Aggressive,9.136122,0.001000,true,1.668285
IllConditionedRosenbrock_2D_alpha100,QQN-GoldenSection,Adam-AMSGrad,Final_Objective_Value,QQN-GoldenSection,-22.421119,0.001000,true,4.292974
IllConditionedRosenbrock_2D_alpha100,QQN-GoldenSection,Adam-AMSGrad,Computational_Cost,Adam-AMSGrad,17.072420,0.001000,true,4.813178
IllConditionedRosenbrock_2D_alpha100,QQN-GoldenSection,GD-Nesterov,Final_Objective_Value,-,-2.208772,0.050000,false,0.655220
IllConditionedRosenbrock_2D_alpha100,QQN-GoldenSection,GD-Nesterov,Computational_Cost,GD-Nesterov,52.491112,0.001000,true,11.076164
IllConditionedRosenbrock_2D_alpha100,QQN-GoldenSection,Trust Region-Conservative,Final_Objective_Value,QQN-GoldenSection,-6.117021,0.001000,true,1.933250
IllConditionedRosenbrock_2D_alpha100,QQN-GoldenSection,Trust Region-Conservative,Computational_Cost,Trust Region-Conservative,23.294921,0.001000,true,4.253051
IllConditionedRosenbrock_2D_alpha100,QQN-GoldenSection,GD-Momentum,Final_Objective_Value,QQN-GoldenSection,-4.946881,0.001000,true,1.527783
IllConditionedRosenbrock_2D_alpha100,QQN-GoldenSection,GD-Momentum,Computational_Cost,GD-Momentum,58.364706,0.001000,true,11.812295
IllConditionedRosenbrock_2D_alpha100,QQN-GoldenSection,L-BFGS,Final_Objective_Value,QQN-GoldenSection,-3.027879,0.010000,true,0.957487
IllConditionedRosenbrock_2D_alpha100,QQN-GoldenSection,L-BFGS,Computational_Cost,L-BFGS,44.941712,0.001000,true,9.972776
IllConditionedRosenbrock_2D_alpha100,QQN-GoldenSection,Adam-Fast,Final_Objective_Value,QQN-GoldenSection,-2.638153,0.010000,true,0.578277
IllConditionedRosenbrock_2D_alpha100,QQN-GoldenSection,Adam-Fast,Computational_Cost,Adam-Fast,16.821120,0.001000,true,3.661707
IllConditionedRosenbrock_2D_alpha100,QQN-GoldenSection,Trust Region-Adaptive,Final_Objective_Value,QQN-GoldenSection,-6.502298,0.001000,true,1.945171
IllConditionedRosenbrock_2D_alpha100,QQN-GoldenSection,Trust Region-Adaptive,Computational_Cost,Trust Region-Adaptive,16.070404,0.001000,true,4.741952
IllConditionedRosenbrock_2D_alpha100,QQN-GoldenSection,Trust Region-Standard,Final_Objective_Value,QQN-GoldenSection,-20.514912,0.001000,true,4.015725
IllConditionedRosenbrock_2D_alpha100,QQN-GoldenSection,Trust Region-Standard,Computational_Cost,Trust Region-Standard,33.166344,0.001000,true,8.473158
IllConditionedRosenbrock_2D_alpha100,QQN-GoldenSection,Adam-WeightDecay,Final_Objective_Value,QQN-GoldenSection,-23.234714,0.001000,true,4.391048
IllConditionedRosenbrock_2D_alpha100,QQN-GoldenSection,Adam-WeightDecay,Computational_Cost,Adam-WeightDecay,44.808119,0.001000,true,9.958146
IllConditionedRosenbrock_2D_alpha100,QQN-GoldenSection,GD-WeightDecay,Final_Objective_Value,-,-0.259276,0.500000,false,0.076714
IllConditionedRosenbrock_2D_alpha100,QQN-GoldenSection,GD-WeightDecay,Computational_Cost,GD-WeightDecay,26.993131,0.001000,true,7.001626
IllConditionedRosenbrock_2D_alpha100,QQN-GoldenSection,GD,Final_Objective_Value,-,-2.120292,0.050000,false,0.458695
IllConditionedRosenbrock_2D_alpha100,QQN-GoldenSection,GD,Computational_Cost,GD,7.985212,0.001000,true,1.751676
IllConditionedRosenbrock_2D_alpha100,QQN-StrongWolfe,L-BFGS-Conservative,Final_Objective_Value,-,-1.749487,0.100000,false,0.553237
IllConditionedRosenbrock_2D_alpha100,QQN-StrongWolfe,L-BFGS-Conservative,Computational_Cost,QQN-StrongWolfe,-5.251262,0.001000,true,1.660595
IllConditionedRosenbrock_2D_alpha100,QQN-StrongWolfe,Adam,Final_Objective_Value,QQN-StrongWolfe,-12.456169,0.001000,true,3.938986
IllConditionedRosenbrock_2D_alpha100,QQN-StrongWolfe,Adam,Computational_Cost,-,0.513952,0.500000,false,0.162526
IllConditionedRosenbrock_2D_alpha100,QQN-StrongWolfe,L-BFGS-Aggressive,Final_Objective_Value,QQN-StrongWolfe,-6.977198,0.001000,true,1.562886
IllConditionedRosenbrock_2D_alpha100,QQN-StrongWolfe,L-BFGS-Aggressive,Computational_Cost,QQN-StrongWolfe,-8.549446,0.001000,true,2.703388
IllConditionedRosenbrock_2D_alpha100,QQN-StrongWolfe,Adam-AMSGrad,Final_Objective_Value,QQN-StrongWolfe,-20.327652,0.001000,true,6.428168
IllConditionedRosenbrock_2D_alpha100,QQN-StrongWolfe,Adam-AMSGrad,Computational_Cost,Adam-AMSGrad,4.256609,0.001000,true,1.346058
IllConditionedRosenbrock_2D_alpha100,QQN-StrongWolfe,GD-Nesterov,Final_Objective_Value,QQN-StrongWolfe,-3.310600,0.001000,true,1.046904
IllConditionedRosenbrock_2D_alpha100,QQN-StrongWolfe,GD-Nesterov,Computational_Cost,GD-Nesterov,12.613452,0.001000,true,3.988724
IllConditionedRosenbrock_2D_alpha100,QQN-StrongWolfe,Trust Region-Conservative,Final_Objective_Value,QQN-StrongWolfe,-6.225764,0.001000,true,1.968759
IllConditionedRosenbrock_2D_alpha100,QQN-StrongWolfe,Trust Region-Conservative,Computational_Cost,QQN-StrongWolfe,-3.196112,0.001000,true,1.010699
IllConditionedRosenbrock_2D_alpha100,QQN-StrongWolfe,GD-Momentum,Final_Objective_Value,QQN-StrongWolfe,-5.602477,0.001000,true,1.771659
IllConditionedRosenbrock_2D_alpha100,QQN-StrongWolfe,GD-Momentum,Computational_Cost,GD-Momentum,13.624959,0.001000,true,4.308590
IllConditionedRosenbrock_2D_alpha100,QQN-StrongWolfe,L-BFGS,Final_Objective_Value,QQN-StrongWolfe,-3.044376,0.010000,true,0.962716
IllConditionedRosenbrock_2D_alpha100,QQN-StrongWolfe,L-BFGS,Computational_Cost,L-BFGS,10.957428,0.001000,true,3.465043
IllConditionedRosenbrock_2D_alpha100,QQN-StrongWolfe,Adam-Fast,Final_Objective_Value,QQN-StrongWolfe,-3.815117,0.001000,true,0.884537
IllConditionedRosenbrock_2D_alpha100,QQN-StrongWolfe,Adam-Fast,Computational_Cost,Adam-Fast,4.872285,0.001000,true,1.243279
IllConditionedRosenbrock_2D_alpha100,QQN-StrongWolfe,Trust Region-Adaptive,Final_Objective_Value,QQN-StrongWolfe,-7.430862,0.001000,true,2.349845
IllConditionedRosenbrock_2D_alpha100,QQN-StrongWolfe,Trust Region-Adaptive,Computational_Cost,Trust Region-Adaptive,6.172846,0.001000,true,1.952025
IllConditionedRosenbrock_2D_alpha100,QQN-StrongWolfe,Trust Region-Standard,Final_Objective_Value,QQN-StrongWolfe,-19.036685,0.001000,true,6.019928
IllConditionedRosenbrock_2D_alpha100,QQN-StrongWolfe,Trust Region-Standard,Computational_Cost,Trust Region-Standard,10.426322,0.001000,true,3.297093
IllConditionedRosenbrock_2D_alpha100,QQN-StrongWolfe,Adam-WeightDecay,Final_Objective_Value,QQN-StrongWolfe,-20.833064,0.001000,true,6.587993
IllConditionedRosenbrock_2D_alpha100,QQN-StrongWolfe,Adam-WeightDecay,Computational_Cost,Adam-WeightDecay,10.949432,0.001000,true,3.462514
IllConditionedRosenbrock_2D_alpha100,QQN-StrongWolfe,GD-WeightDecay,Final_Objective_Value,-,-1.437537,0.500000,false,0.454589
IllConditionedRosenbrock_2D_alpha100,QQN-StrongWolfe,GD-WeightDecay,Computational_Cost,GD-WeightDecay,7.235249,0.001000,true,2.287987
IllConditionedRosenbrock_2D_alpha100,QQN-StrongWolfe,GD,Final_Objective_Value,QQN-StrongWolfe,-3.611275,0.001000,true,0.857206
IllConditionedRosenbrock_2D_alpha100,QQN-StrongWolfe,GD,Computational_Cost,-,-0.731258,0.500000,false,0.181229
IllConditionedRosenbrock_2D_alpha100,QQN-MoreThuente,L-BFGS-Conservative,Final_Objective_Value,L-BFGS-Conservative,3.825111,0.001000,true,1.209606
IllConditionedRosenbrock_2D_alpha100,QQN-MoreThuente,L-BFGS-Conservative,Computational_Cost,QQN-MoreThuente,-12.635492,0.001000,true,3.995694
IllConditionedRosenbrock_2D_alpha100,QQN-MoreThuente,Adam,Final_Objective_Value,Adam,3.034928,0.010000,true,0.959729
IllConditionedRosenbrock_2D_alpha100,QQN-MoreThuente,Adam,Computational_Cost,-,2.222248,0.050000,false,0.702736
IllConditionedRosenbrock_2D_alpha100,QQN-MoreThuente,L-BFGS-Aggressive,Final_Objective_Value,-,-0.059304,0.500000,false,0.016731
IllConditionedRosenbrock_2D_alpha100,QQN-MoreThuente,L-BFGS-Aggressive,Computational_Cost,QQN-MoreThuente,-410.850220,0.001000,true,109.960648
